[Header]
TITLE, default name
FILEOPENTIME,5992953.30,5/26/2021,10:05 PM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm-m, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm-m, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm-m, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm-m, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm-m),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm-m),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm-m),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm-m),Bridge 2 Std. Dev. (Ohm-m),Bridge 3 Std. Dev. (Ohm-m),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,5992970.17,4417,4.99994993209839,0.742699804902077,179.975601196289,0.397117594909668,3,0.006762420129776,3,0.0431382585525513,3,,,0.000867519096927975,0.000207390159714789,0.000823768959857219,,20,397.117594909668,6.762420129776,43.1382585525513,
,5992985.22,4417,5.00034999847412,24.6332580566406,179.975601196289,0.39806015625,3,0.0073013694524765,3,0.0429491554260254,3,,,0.000797248795411792,0.000166733285595229,0.000823259062309212,,20,398.06015625,7.3013694524765,42.9491554260254,
,5992999.88,4417,5,49.1044097900391,179.975601196289,0.39994393157959,3,0.00805883345603943,3,0.0437105953216553,3,,,0.00108952354539421,0.000127151005492269,0.000878738469256387,,20,399.94393157959,8.05883345603943,43.7105953216553,
,5993013.27,4417,4.99994993209839,74.2147872924805,179.975601196289,0.401560461425781,3,0.0085813889503479,3,0.0442825498580933,3,,,0.000849431522210328,0.000149008822163056,0.000524848230175409,,20,401.560461425781,8.5813889503479,44.2825498580933,
,5993026.50,4417,4.99990010261536,99.2446857452393,179.975601196289,0.403363304138184,3,0.00943029389381409,3,0.0454109733581543,3,,,0.000895629338962194,0.000140200832995033,0.000605514071927728,,20,403.363304138184,9.43029389381409,45.4109733581543,
,5993040.39,4417,4.9997501373291,124.599953079224,179.975601196289,0.404713648986817,3,0.0102418947696686,3,0.0465966493606567,3,,,0.000591433918053341,9.06025542712769e-005,0.000871020636608583,,20,404.713648986816,10.2418947696686,46.5966493606567,
,5993053.39,4417,5.00010013580322,149.393016052246,179.975601196289,0.406251800537109,3,0.0109454414844513,3,0.0478409204483032,3,,,0.000971911565688505,0.000128948682610875,0.000820373555546818,,20,406.251800537109,10.9454414844513,47.8409204483032,
,5993065.81,4417,4.99974989891052,174.160789489746,179.975601196289,0.408497352600098,3,0.0116195021629333,3,0.0484440504074097,3,,,0.000797044636426104,0.000139105729803206,0.000783706116395793,,20,408.497352600098,11.6195021629333,48.4440504074097,
,5993080.11,4417,5,199.272312927246,179.975601196289,0.410303846740723,3,0.0123810012340546,3,0.0487513414382934,3,,,0.000740256361890269,0.000179150371741806,0.000639414471957978,,20,410.303846740723,12.3810012340546,48.7513414382935,
,5993095.19,4417,5.00029993057251,224.556293487549,179.975601196289,0.41168111114502,3,0.0132605800628662,3,0.0501655521392822,3,,,0.000903212570956155,0.000180578515008267,0.000813047876311211,,20,411.68111114502,13.2605800628662,50.1655521392822,
